supplier_id,invoice_amount,days_to_pay
1877,648.33,36.0
1823,630.96,55.0
1513,573.1,53.0
1593,368.92,30.0
1861,462.03,50.0
1421,645.57,33.0
1951,517.01,21.0
1516,778.32,36.0
1685,547.2,44.0
1138,523.05,35.0
1704,462.91,37.0
1649,516.02,51.0
1808,481.7,41.0
1627,584.97,32.0
1043,614.8,47.0
1857,405.68,42.0
1800,340.25,15.0
1218,279.66,44.0
1567,560.96,44.0
1753,367.6,40.0
1907,241.65,49.0
1257,546.63,33.0
1512,799.16,43.0
1960,499.27,24.0
1376,600.62,44.0
1892,509.82,60.0
1288,488.13,30.0
1469,610.29,32.0
1971,465.17,33.0
1102,532.09,41.0
1803,538.6,29.0
1148,419.83,44.0
1083,619.05,48.0
1931,479.0,45.0
1025,409.31,22.0
1174,564.38,50.0
1734,392.18,49.0
1640,503.38,48.0
1421,498.91,44.0
1653,630.31,42.0
1345,556.96,50.0
1301,497.0,59.0
1297,598.13,30.0
1134,666.82,51.0
1054,566.94,39.0
1055,501.24,39.0
1373,342.58,25.0
1587,372.19,37.0
1830,463.37,30.0
1919,426.86,35.0
1338,477.56,29.0
1456,506.8,36.0
1354,563.56,36.0
1131,491.54,41.0
1492,558.38,24.0
1553,507.74,26.0
1863,262.94,44.0
1109,387.28,32.0
1581,482.71,51.0
1795,354.84,42.0
1125,571.99,46.0
1859,683.69,54.0
1295,646.25,37.0
1178,474.39,34.0
1924,678.89,49.0
1809,517.84,45.0
1885,459.55,38.0
1196,426.39,54.0
1772,463.7,38.0
1100,453.42,40.0
1936,520.45,40.0
1572,519.27,31.0
1182,500.37,41.0
1923,552.43,54.0
1808,642.88,44.0
1878,613.95,40.0
1008,321.81,38.0
1412,193.53,43.0
1717,612.12,47.0
1933,335.97,46.0
1829,473.03,37.0
1565,359.59,43.0
1691,283.76,45.0
1103,564.98,30.0
1125,591.1,42.0
1545,430.82,18.0
1676,189.07,45.0
1944,434.45,47.0
1809,547.02,47.0
1269,322.53,36.0
1465,522.0,43.0
1800,498.16,54.0
1117,569.51,54.0
1865,514.35,40.0
1091,383.23,41.0
1611,643.59,51.0
1484,480.98,25.0
1086,496.72,37.0
1233,388.01,53.0
1912,446.81,50.0
1123,393.82,44.0
1202,479.25,25.0
1031,705.41,40.0
1356,335.37,34.0
1462,306.37,43.0
1963,676.54,32.0
1550,474.88,30.0
1093,419.71,19.0
1521,624.79,52.0
1726,427.33,36.0
1407,719.12,42.0
1099,581.35,40.0
1243,441.45,29.0
1057,758.88,27.0
1964,427.31,30.0
1356,589.05,33.0
1490,535.92,44.0
1319,656.21,32.0
1018,687.38,57.0
1356,503.84,50.0
1116,409.59,48.0
1135,555.2,39.0
1838,418.67,55.0
1295,741.61,38.0
1524,516.38,40.0
1100,456.16,42.0
1379,522.16,47.0
1154,338.34,46.0
1593,383.41,35.0
1599,644.05,35.0
1104,421.17,46.0
1641,374.37,47.0
1783,564.4,36.0
1525,642.28,24.0
1127,586.27,38.0
1400,619.53,46.0
1571,409.18,58.0
1965,329.38,28.0
1738,680.16,36.0
1528,461.28,36.0
1556,469.9,54.0
1549,659.38,40.0
1123,566.75,31.0
1359,554.71,46.0
1063,759.8,36.0
1888,422.78,28.0
1764,611.34,31.0
1773,506.84,57.0
1955,532.23,44.0
1623,683.42,41.0
1101,560.94,38.0
1560,564.6,43.0
1276,628.7,43.0
1226,456.21,43.0
1022,399.29,41.0
1843,374.62,49.0
1696,264.04,40.0
1063,746.74,30.0
1156,367.61,34.0
1794,473.45,20.0
1389,466.78,60.0
1148,536.89,49.0
1838,597.89,32.0
1362,603.26,37.0
1680,430.03,34.0
1463,479.95,55.0
1644,533.91,26.0
1398,470.16,41.0
1404,692.88,39.0
1825,558.92,48.0
1131,588.19,39.0
1196,579.55,22.0
1646,640.82,37.0
1034,521.72,30.0
1419,344.38,41.0
1376,547.96,54.0
1398,421.84,23.0
1219,436.57,32.0
1897,570.36,34.0
1887,648.59,36.0
1696,502.55,47.0
1516,537.06,38.0
1582,704.27,44.0
1341,528.89,34.0
1752,812.2,42.0
1862,567.86,48.0
1415,288.71,33.0
1455,590.4,48.0
1296,545.74,41.0
1937,654.77,50.0
1330,580.78,38.0
1704,483.39,44.0
1679,353.08,40.0
1338,474.92,39.0
1747,397.94,43.0
1805,430.34,45.0
1297,570.63,28.0
1759,700.39,54.0
1676,547.36,21.0
1311,356.49,33.0
1582,553.35,39.0
1742,643.6,44.0
1054,426.83,56.0
1984,483.92,21.0
1693,501.76,35.0
1533,405.81,19.0
1794,577.79,40.0
1104,485.49,43.0
1174,550.34,56.0
1293,393.5,41.0
1879,447.51,50.0
1550,586.69,46.0
1910,455.26,36.0
1374,707.24,26.0
1449,452.04,43.0
1444,526.96,25.0
1059,611.91,53.0
1391,329.8,38.0
1811,288.7,52.0
1810,316.92,35.0
1389,651.51,43.0
1211,433.78,42.0
1666,806.98,40.0
1684,432.29,36.0
1534,522.15,44.0
1239,685.05,31.0
1487,740.73,28.0
1720,747.38,52.0
1121,645.0,47.0
1252,622.89,41.0
1140,571.1,57.0
1451,593.4,37.0
1851,433.86,53.0
1873,401.82,42.0
1831,499.6,30.0
1152,479.58,58.0
1892,445.61,50.0
1725,583.57,39.0
1307,614.64,47.0
1559,510.61,36.0
1316,677.3,48.0
1528,363.0,16.0
1295,476.76,30.0
1842,413.98,50.0
1344,276.02,38.0
1580,490.08,42.0
1596,485.39,27.0
1281,681.61,58.0
1207,575.7,52.0
1951,377.1,38.0
1551,722.49,36.0
1980,646.52,50.0
1095,569.85,60.0
1451,472.82,50.0
1997,384.87,62.0
1761,455.34,31.0
1372,630.65,32.0
1647,726.15,28.0
1072,685.19,44.0
1812,441.34,42.0
1784,365.65,38.0
1680,516.91,48.0
1332,287.79,52.0
1392,538.78,25.0
1709,482.29,34.0
1858,444.08,48.0
1105,308.64,35.0
1100,561.63,32.0
1358,436.08,50.0
1746,359.61,27.0
1791,155.33,37.0
1328,496.7,43.0
1888,712.67,34.0
1617,699.35,48.0
1394,1335.4499999999998,2.0
1034,427.73,54.0
1156,556.25,39.0
1903,380.19,47.0
1272,536.22,47.0
1966,591.93,34.0
1395,647.23,19.0
1751,487.98,44.0
1206,475.56,41.0
1756,394.64,46.0
1604,400.77,38.0
1620,472.82,36.0
1305,544.08,60.0
1625,609.63,25.0
1535,403.62,47.0
1804,679.12,34.0
1461,467.47,37.0
1251,497.44,37.0
1266,410.33,32.0
1866,209.09,46.0
1208,606.09,54.0
1954,588.42,45.0
1566,466.24,41.0
1538,508.04,30.0
1834,561.91,45.0
1502,312.49,62.0
1955,436.51,36.0
1513,595.31,36.0
1579,349.49,34.0
1913,535.23,35.0
1147,337.21,13.0
1980,555.97,44.0
1830,495.72,32.0
1973,306.18,24.0
1839,639.77,48.0
1641,411.85,29.0
1985,402.77,37.0
1082,524.07,55.0
1041,637.84,26.0
1155,378.1,25.0
1668,507.4,43.0
1452,551.46,51.0
1618,583.17,24.0
1283,521.17,44.0
1187,455.96,46.0
1616,400.69,19.0
1623,510.34,48.0
1473,371.34,49.0
1506,149.44,37.0
1132,552.39,53.0
1270,608.47,51.0
1621,216.45,41.0
1072,378.83,35.0
1927,574.3,30.0
1435,746.9,40.0
1857,502.5,46.0
1292,412.64,37.0
1654,478.05,18.0
1936,664.99,53.0
1771,422.48,42.0
1756,404.1,36.0
1436,442.07,49.0
1995,385.6,55.0
1851,514.72,12.0
1666,694.96,44.0
1660,538.77,26.0
1059,469.72,45.0
1597,464.98,41.0
1703,312.42,46.0
1326,605.97,35.0
1942,490.66,21.0
1181,478.34,35.0
1798,883.17,44.0
1784,535.85,50.0
1766,409.79,28.0
1433,448.84,50.0
1518,637.81,34.0
1637,513.59,44.0
1082,327.41,35.0
1027,610.31,42.0
1265,419.82,49.0
1282,724.8,28.0
1396,629.61,33.0
1961,446.32,42.0
1981,653.72,64.0
1762,508.14,31.0
1979,602.33,60.0
1699,558.17,60.0
1382,398.44,39.0
1810,422.77,37.0
1580,623.6,33.0
1318,459.83,39.0
1837,451.56,26.0
1610,385.39,39.0
1192,550.83,55.0
1226,747.5,34.0
1450,371.9,38.0
1181,502.91,23.0
1931,669.47,44.0
1326,490.44,43.0
1604,554.28,41.0
1654,372.51,38.0
1202,551.4,37.0
1401,477.54,45.0
1643,618.29,40.0
1471,642.49,43.0
1778,810.75,42.0
1645,569.56,51.0
1889,539.1,47.0
1178,523.33,42.0
1697,457.62,55.0
1955,540.62,44.0
1017,464.55,53.0
1462,520.22,46.0
1834,658.11,22.0
1912,379.21,53.0
1608,636.79,41.0
1545,658.05,39.0
1925,485.83,43.0
1402,245.38,37.0
1392,427.06,42.0
1935,655.64,34.0
1299,497.26,53.0
1350,380.08,39.0
1186,439.43,36.0
1346,600.87,31.0
1622,565.61,43.0
1408,471.33,42.0
1758,455.98,44.0
1070,452.99,30.0
1820,389.31,24.0
1943,693.85,46.0
1326,461.32,55.0
1211,646.06,30.0
1308,682.56,56.0
1107,619.8,43.0
1176,448.21,40.0
1426,548.45,36.0
1739,497.1,26.0
1530,391.56,50.0
1833,538.92,32.0
1417,358.52,32.0
1247,642.52,50.0
1208,444.25,21.0
1215,524.14,25.0
1712,533.99,40.0
1437,468.93,43.0
1768,570.4,45.0
1617,443.01,37.0
1987,604.56,65.0
1310,338.48,38.0
1782,515.17,38.0
1382,732.67,32.0
1980,379.96,41.0
1270,418.67,46.0
1120,561.67,52.0
1406,521.55,25.0
1244,542.08,38.0
1065,558.7,44.0
1941,576.17,46.0
1227,633.16,40.0
1881,549.18,45.0
1136,471.05,32.0
1193,580.71,56.0
1705,727.99,50.0
1657,484.08,27.0
1656,383.06,29.0
1488,632.85,30.0
1583,485.55,47.0
1353,239.28,27.0
1929,601.69,37.0
1964,435.76,45.0
1703,489.14,39.0
1555,539.84,43.0
1156,522.86,29.0
1957,585.13,46.0
1475,447.74,34.0
1015,561.57,37.0
1077,468.85,42.0
1051,588.66,41.0
1513,573.84,40.0
1503,387.75,32.0
1743,630.32,37.0
1060,435.68,40.0
1131,596.97,26.0
1381,544.07,35.0
1563,720.58,44.0
1808,473.18,27.0
1691,458.08,52.0
1542,497.67,53.0
1409,463.62,28.0
1154,595.99,54.0
1632,306.04,39.0
1050,373.56,44.0
1993,371.86,35.0
1094,614.04,49.0
1687,705.27,44.0
1522,487.47,32.0
1903,479.74,28.0
1523,508.41,25.0
1354,639.43,42.0
1044,388.72,46.0
1801,528.6,47.0
1204,617.02,39.0
1730,560.13,28.0
1839,522.75,33.0
1430,620.13,52.0
1255,175.61,35.0
1247,581.35,41.0
1532,421.51,29.0
1040,280.32,43.0
1458,561.34,35.0
1789,664.84,50.0
1276,483.51,48.0
1923,614.34,35.0
1194,693.47,39.0
1070,657.79,34.0
1269,696.8,26.0
1334,589.06,31.0
1584,509.05,42.0
1307,307.76,43.0
1426,470.47,41.0
1198,398.81,37.0
1075,760.51,49.0
1786,478.89,41.0
1794,514.78,47.0
1657,566.18,22.0
1524,505.23,1.0
1874,703.41,43.0
1640,425.28,26.0
1229,523.35,38.0
1084,410.9,37.0
1161,341.6,56.0
1396,426.59,44.0
1876,495.56,42.0
1370,448.48,48.0
1562,416.91,44.0
1214,331.24,35.0
1000,490.03,51.0
1982,319.43,29.0
1376,591.21,43.0
1411,509.89,25.0
1634,325.09,42.0
1799,462.89,42.0
1199,409.74,57.0
1182,538.3,24.0
1409,660.85,34.0
1397,274.98,48.0
1215,513.8,43.0
1751,480.78,42.0
1348,580.56,30.0
1579,525.58,34.0
1830,409.76,52.0
1593,461.71,39.0
1653,404.48,44.0
1922,629.12,39.0
1040,502.56,28.0
1750,728.14,49.0
1002,492.72,45.0
1093,414.99,63.0
1058,318.35,30.0
1739,283.62,48.0
1406,309.9,27.0
1017,532.06,42.0
1493,561.05,50.0
1750,310.26,19.0
1871,607.4,38.0
1507,442.03,34.0
1585,517.62,33.0
1887,693.47,44.0
1331,607.62,51.0
1168,467.78,39.0
1775,393.06,42.0
1671,241.78,41.0
1848,413.7,40.0
1680,474.66,29.0
1940,381.54,51.0
1205,484.25,43.0
1868,509.22,44.0
1520,473.02,32.0
1504,422.0,35.0
1345,520.24,38.0
1303,553.03,25.0
1114,369.15,23.0
1663,669.31,34.0
1086,488.17,45.0
1094,502.26,33.0
1742,584.99,30.0
1427,527.99,32.0
1697,614.38,35.0
1449,534.45,36.0
1625,426.51,62.0
1785,543.38,51.0
1975,362.75,50.0
1540,513.03,52.0
1714,496.01,30.0
1001,475.03,28.0
1077,484.58,29.0
1323,274.18,53.0
1742,434.15,35.0
1097,511.14,27.0
1628,519.18,36.0
1109,376.68,38.0
1678,651.88,43.0
1456,396.06,43.0
1487,616.33,32.0
1808,551.26,47.0
1966,422.45,34.0
1370,713.04,38.0
1336,356.76,47.0
1889,610.3,34.0
1598,620.07,34.0
1970,419.53,46.0
1021,667.1,31.0
1721,469.99,36.0
1304,534.64,46.0
1923,531.24,61.0
1271,483.88,46.0
1489,597.3,45.0
1835,595.22,45.0
1445,290.18,29.0
1931,656.52,41.0
1277,300.5,40.0
1650,623.91,43.0
1852,635.2,41.0
1376,369.08,44.0
1231,450.7,37.0
1744,367.32,41.0
1591,474.21,28.0
1425,463.04,37.0
1054,593.56,54.0
1968,657.24,43.0
1802,667.48,40.0
1440,432.54,59.0
1033,474.89,26.0
1328,297.99,29.0
1844,403.3,57.0
1453,615.78,40.0
1387,693.87,38.0
1763,351.88,28.0
1429,428.9,44.0
1475,496.83,45.0
1124,533.62,29.0
1522,402.85,39.0
1481,550.89,37.0
1316,443.14,43.0
1121,498.27,29.0
1546,565.55,53.0
1580,500.77,49.0
1312,447.63,36.0
1486,486.85,38.0
1650,489.4,39.0
1011,455.6,32.0
1124,468.94,36.0
1810,691.84,37.0
1658,567.31,56.0
1076,464.54,49.0
1579,583.63,49.0
1717,459.94,44.0
1235,640.77,29.0
1570,544.36,40.0
1769,487.12,50.0
1253,553.73,27.0
1903,311.49,46.0
1405,364.79,63.0
1242,356.73,51.0
1460,517.15,54.0
1276,707.9,42.0
1468,767.76,50.0
1219,576.57,33.0
1224,560.1,48.0
1924,283.87,47.0
1100,434.88,43.0
1853,405.47,53.0
1633,425.5,35.0
1729,479.82,38.0
1506,443.35,41.0
1586,262.48,30.0
1330,589.75,42.0
1236,371.27,23.0
1993,528.71,50.0
1338,748.89,40.0
1751,389.67,35.0
1505,196.37,32.0
1164,465.68,38.0
1845,632.12,47.0
1668,735.0,45.0
1722,352.45,33.0
1932,559.6,32.0
1788,444.16,47.0
1727,487.29,33.0
1217,817.32,41.0
1744,319.64,41.0
1375,530.45,43.0
1011,556.12,49.0
1431,630.29,27.0
1082,511.76,21.0
1430,536.97,34.0
1624,453.0,58.0
1477,532.3,60.0
1782,458.82,58.0
1706,574.59,38.0
1368,455.65,22.0
1652,545.25,17.0
1954,496.49,34.0
1968,635.13,38.0
1635,493.83,53.0
1140,287.24,49.0
1719,651.43,42.0
1626,391.31,31.0
1717,421.55,30.0
1455,428.52,43.0
1501,664.93,47.0
1402,243.72,44.0
1952,876.53,30.0
1287,626.73,47.0
1354,526.79,44.0
1342,493.41,29.0
1148,534.27,32.0
1209,562.53,47.0
1111,577.43,38.0
1653,566.67,56.0
1975,510.75,45.0
1535,476.32,35.0
1048,481.85,40.0
1799,476.61,41.0
1330,636.05,33.0
1364,571.23,31.0
1010,147.15,47.0
1187,578.71,48.0
1508,523.37,46.0
1579,497.75,55.0
1444,453.38,35.0
1089,634.89,57.0
1621,613.7,31.0
1900,407.25,30.0
1675,548.85,22.0
1992,383.4,36.0
1447,334.45,35.0
1717,424.79,45.0
1031,603.49,42.0
1326,614.38,28.0
1073,561.57,36.0
1250,587.01,36.0
1449,561.94,22.0
1905,423.02,30.0
1354,551.83,32.0
1532,596.05,54.0
1295,590.51,42.0
1297,642.67,47.0
1327,585.0,25.0
1301,542.17,52.0
1511,628.42,53.0
1337,496.82,20.0
1584,394.18,33.0
1373,480.43,45.0
1552,410.61,46.0
1093,418.98,33.0
1131,482.66,37.0
1610,404.91,34.0
1909,463.04,41.0
1909,272.77,52.0
1052,525.6,32.0
1495,500.14,50.0
1228,401.95,32.0
1639,579.11,32.0
1211,612.51,48.0
1796,307.09,49.0
1790,408.47,49.0
1503,407.7,27.0
1494,387.21,35.0
1852,599.54,48.0
1670,476.74,40.0
1863,468.26,29.0
1232,259.54,45.0
1070,576.25,33.0
1716,351.29,58.0
1188,507.19,55.0
1662,533.29,46.0
1007,663.28,54.0
1331,342.94,41.0
1611,137.66,48.0
1015,522.06,55.0
1665,716.06,42.0
1668,648.67,37.0
1092,525.16,23.0
1261,441.0,39.0
1548,596.85,48.0
1160,383.17,49.0
1350,557.16,45.0
1173,560.66,35.0
1316,627.23,20.0
1936,831.16,35.0
1017,547.09,37.0
1485,438.92,37.0
1366,496.93,46.0
1350,287.71,60.0
1527,416.63,41.0
1871,450.89,38.0
1434,437.11,37.0
1932,518.28,41.0
1269,401.31,32.0
1870,634.52,41.0
1067,500.02,45.0
1029,498.88,42.0
1315,460.65,45.0
1820,518.62,44.0
1736,599.01,22.0
1163,395.94,46.0
1925,421.03,33.0
1319,463.55,29.0
1013,338.5,29.0
1278,401.69,44.0
1431,442.85,38.0
1667,604.93,23.0
1633,531.51,45.0
1262,523.23,26.0
1681,602.11,41.0
1521,483.52,42.0
1963,546.86,49.0
1171,487.61,58.0
1357,531.84,26.0
1012,430.07,39.0
1724,207.34,37.0
1672,483.89,44.0
1231,670.73,42.0
1475,611.15,36.0
1470,615.85,36.0
1159,648.34,29.0
1638,510.64,50.0
1559,523.68,45.0
1260,425.88,49.0
1572,462.07,37.0
1633,573.89,33.0
1601,644.47,29.0
1358,483.27,44.0
1254,445.98,30.0
1601,500.06,58.0
1514,572.14,27.0
1279,326.74,43.0
1116,224.46,56.0
1609,433.94,46.0
1161,353.51,42.0
1851,439.02,30.0
1886,482.27,26.0
1989,445.61,48.0
1297,674.3,55.0
1915,539.21,36.0
1296,536.06,29.0
1593,574.66,15.0
1357,363.34,30.0
1659,624.69,39.0
1517,490.91,56.0
1377,580.46,47.0
1696,371.38,43.0
1425,313.55,36.0
1763,598.15,34.0
1536,545.17,54.0
1552,391.75,42.0
1168,395.64,19.0
1514,635.05,33.0
1363,357.27,31.0
1682,697.12,35.0
1429,391.93,46.0
1568,576.61,39.0
1082,460.57,39.0
1329,572.38,53.0
1690,434.71,33.0
1132,480.46,59.0
1597,504.91,33.0
1456,379.74,41.0
1352,588.9,37.0
1782,438.41,41.0
1343,472.57,44.0
1093,380.68,44.0
1381,192.52,32.0
1867,477.08,29.0
1761,789.51,65.0
1294,594.15,35.0
1197,497.69,47.0
1078,468.45,24.0
1677,502.7,37.0
1550,565.65,39.0
1819,358.3,45.0
1213,633.72,13.0
1642,585.85,42.0
1668,586.18,29.0
1988,552.62,43.0
1893,502.35,30.0
1158,580.74,31.0
1833,571.02,37.0
1738,457.52,29.0
1556,431.17,35.0
1200,512.22,28.0
1021,685.88,22.0
1338,351.31,50.0
1241,323.9,27.0
1740,519.77,38.0
1905,506.11,48.0
1237,520.8,34.0
1148,529.27,32.0
1784,473.22,42.0
1578,678.78,51.0
1006,307.89,28.0
1232,400.58,38.0
1868,487.61,23.0
1803,302.82,36.0
1767,478.9,40.0
1578,699.38,31.0
1761,502.51,35.0
1076,527.68,26.0
1488,348.78,41.0
1925,426.04,51.0
1086,454.98,29.0
1763,461.87,34.0
1966,653.8,45.0
1221,566.92,52.0
1412,366.63,25.0
1583,529.58,38.0
1201,559.79,43.0
1928,636.82,39.0
1570,689.66,15.0
1275,378.19,45.0
1220,402.7,55.0
1156,349.09,41.0
1180,471.92,30.0
1724,555.96,35.0
1128,618.48,58.0
1242,490.89,49.0
1929,461.62,46.0
1171,518.21,44.0
1502,399.78,33.0
1479,750.74,38.0
1876,307.08,39.0
1269,522.17,45.0
1420,742.83,55.0
1162,500.82,51.0
1954,477.2,26.0
1023,457.11,42.0
1496,478.35,47.0
1192,664.74,46.0
1877,234.58,34.0
1389,684.01,69.0
1496,329.13,27.0
1963,468.0,29.0
1805,448.49,42.0
1128,570.63,61.0
1552,308.23,32.0
1542,555.46,37.0
1035,742.92,51.0
1456,336.42,40.0
1360,522.76,37.0
1764,420.56,46.0
1949,551.11,43.0
1876,502.3,50.0
1214,423.02,53.0
1286,558.54,43.0
1767,716.52,43.0
1924,477.09,42.0
1368,586.37,45.0
1468,344.81,41.0
1898,385.23,40.0
1185,556.69,52.0
1473,678.09,55.0
1060,542.67,25.0
1261,462.43,40.0
1787,499.91,33.0
1110,349.95,37.0
1828,572.54,44.0
1941,605.88,47.0
1140,445.75,39.0
1744,443.59,21.0
1534,531.91,30.0
1078,447.59,49.0
1493,492.06,13.0
1030,751.97,52.0
1515,470.36,45.0
1508,457.0,53.0
1970,422.29,38.0
1629,589.3,19.0
1065,478.25,44.0
1509,422.08,53.0
1911,658.56,49.0
1370,670.35,33.0
1286,427.95,41.0
1175,276.02,35.0
1122,620.9,32.0
1230,417.84,50.0
1554,594.88,28.0
1003,263.59,31.0
1701,607.11,29.0
1815,354.66,25.0
1411,587.69,41.0
1249,501.71,52.0
1655,385.53,38.0
1486,451.16,25.0
1344,582.36,48.0
1893,512.71,57.0
1332,570.13,34.0
1452,737.17,35.0
1157,312.29,45.0
1576,694.07,56.0
1836,512.52,35.0
1269,392.15,27.0
1586,340.36,46.0
1417,477.31,48.0
1439,610.6,40.0
1028,484.69,34.0
1977,681.34,50.0
1334,325.86,45.0
1237,498.55,32.0
1152,349.71,40.0
1605,543.64,26.0
1748,606.43,47.0
1833,449.51,37.0
1114,187.49,36.0
1807,523.87,40.0
1730,552.41,40.0
1757,548.52,49.0
1398,648.29,46.0
1031,371.47,38.0
1531,581.63,48.0
1052,643.1,44.0
1717,286.57,36.0
1730,538.36,39.0
1194,439.5,39.0
1304,490.22,45.0
1706,541.72,36.0
1972,441.53,36.0
1344,418.92,60.0
1081,504.1,49.0
1000,369.53,32.0
1166,369.7,46.0
1316,581.52,41.0
1182,362.14,44.0
1964,579.96,41.0
1897,555.51,52.0
1861,292.9,43.0
1272,418.69,39.0
1668,643.29,50.0
1372,382.26,42.0
1361,444.27,41.0
1899,555.45,43.0
1200,594.01,39.0
1191,469.82,40.0
1340,428.3,34.0
1298,670.68,32.0
1505,708.67,30.0
1587,617.46,26.0
1139,510.24,31.0
1305,403.01,38.0
1195,400.35,41.0
1060,562.7,37.0
1987,550.21,16.0
1968,668.19,56.0
1359,578.05,51.0
1306,319.63,44.0
1479,626.23,59.0
1332,380.23,30.0
1865,453.92,59.0
1082,530.02,30.0
1333,739.48,42.0
1516,873.19,27.0
1730,572.81,40.0
1923,478.02,44.0
1765,564.14,38.0
1473,606.52,47.0
1393,461.52,41.0
1599,715.43,35.0
1720,527.61,34.0
1691,559.73,48.0
1719,579.91,33.0
1784,550.59,49.0
1576,600.67,52.0
1379,425.93,23.0
1020,433.0,51.0
1949,367.98,61.0
1878,552.74,43.0
1176,593.47,46.0
1362,554.93,50.0
1021,700.94,37.0
1836,499.33,42.0
1959,580.25,27.0
1547,369.0,41.0
1249,453.55,45.0
1660,583.46,45.0
1951,601.89,51.0
1072,464.72,32.0
1090,491.41,35.0
1175,317.86,59.0
1125,457.16,38.0
1203,606.85,42.0
1913,569.02,39.0
1245,560.08,32.0
1610,505.97,56.0
1270,500.85,35.0
1043,420.76,29.0
1733,583.86,35.0
1940,550.52,20.0
1608,559.04,33.0
1547,436.88,30.0
1167,241.6,46.0
1434,631.66,33.0
1029,442.54,49.0
1793,396.47,54.0
1596,583.22,48.0
1356,452.96,38.0
1490,627.19,41.0
1632,574.04,25.0
1798,582.03,39.0
1247,336.09,31.0
1695,645.43,47.0
1252,531.35,66.0
1956,455.69,45.0
1784,517.21,20.0
1720,286.85,36.0
1865,549.04,41.0
1381,376.48,41.0
1535,337.68,33.0
1633,317.32,42.0
1736,633.52,28.0
1899,424.49,31.0
1904,684.05,46.0
1897,435.7,30.0
1418,295.12,45.0
1122,366.02,26.0
1293,648.3,58.0
1684,481.29,32.0
1142,434.21,38.0
1937,519.2,43.0
1898,560.21,34.0
1510,634.09,41.0
1926,673.82,46.0
1947,456.83,50.0
1680,340.87,48.0
1056,450.38,38.0
1041,531.23,39.0
1820,384.35,63.0
1630,385.14,49.0
1120,541.25,31.0
1823,494.16,41.0
1762,503.94,37.0
1342,408.98,39.0
1331,472.35,28.0
1455,389.09,36.0
1436,606.82,58.0
1340,624.23,46.0
1340,278.46,15.0
1415,388.46,52.0
1848,320.42,51.0
1181,422.0,36.0
1676,489.99,47.0
1983,326.04,31.0
1263,389.38,35.0
1209,379.53,55.0
1522,524.87,37.0
1181,508.32,21.0
1443,413.39,39.0
1250,521.22,39.0
1137,434.4,52.0
1217,467.4,40.0
1750,700.81,36.0
1453,660.86,50.0
1882,344.05,41.0
1848,599.57,32.0
1086,597.37,52.0
1809,362.21,42.0
1292,598.25,40.0
1091,684.55,42.0
1207,365.29,29.0
1203,389.9,35.0
1185,622.12,40.0
1084,532.58,38.0
1826,566.18,53.0
1663,540.87,42.0
1155,546.88,49.0
1292,340.82,40.0
1532,625.68,51.0
1160,640.35,44.0
1385,472.47,40.0
1484,494.78,40.0
1502,316.27,30.0
1850,561.71,45.0
1155,568.65,40.0
1142,492.54,35.0
1768,634.92,51.0
1618,459.91,27.0
1283,567.75,36.0
1561,377.64,50.0
1034,497.17,43.0
1223,479.08,40.0
1667,527.04,43.0
1392,455.66,42.0
1407,484.22,25.0
1702,599.13,37.0
1387,447.59,56.0
1695,307.21,33.0
1748,709.95,37.0
1296,665.77,35.0
1322,344.93,39.0
1815,582.76,34.0
1853,439.64,45.0
1487,531.62,42.0
1569,535.31,48.0
1038,471.87,29.0
1504,405.95,37.0
1502,417.14,38.0
1752,390.06,45.0
1536,400.18,32.0
1315,491.94,49.0
1495,414.11,52.0
1116,581.85,30.0
1341,678.47,35.0
1881,430.39,35.0
1239,528.73,66.0
1686,559.96,36.0
1993,556.64,57.0
1444,509.11,27.0
1851,589.12,30.0
1739,557.87,33.0
1996,351.48,32.0
1486,604.3,37.0
1764,606.47,33.0
1410,408.41,32.0
1891,504.55,52.0
1622,582.0,52.0
1752,474.88,49.0
1735,628.76,45.0
1297,783.66,41.0
1051,405.68,35.0
1732,334.27,30.0
1303,536.46,44.0
1287,586.59,28.0
1663,472.3,30.0
1898,674.39,52.0
1117,339.37,59.0
1922,583.15,44.0
1968,427.3,51.0
1423,706.33,38.0
1790,739.1,27.0
1646,408.0,46.0
1208,434.05,46.0
1126,603.15,41.0
1292,453.54,38.0
1518,494.55,50.0
1221,503.05,30.0
1076,269.64,32.0
1337,498.34,30.0
1862,417.23,41.0
1789,440.83,29.0
1845,673.24,33.0
1849,349.22,33.0
1738,597.58,37.0
1912,466.52,25.0
1274,466.43,41.0
1862,594.84,52.0
1806,540.81,41.0
1116,568.47,55.0
1291,616.18,53.0
1270,460.24,48.0
1446,426.53,41.0
1156,369.78,40.0
1571,400.95,48.0
1183,853.89,36.0
1423,649.36,21.0
1655,337.87,45.0
1672,341.31,29.0
1600,557.82,30.0
1015,565.67,40.0
1925,565.87,39.0
1760,469.41,26.0
1097,484.95,42.0
1961,539.35,50.0
1615,510.31,29.0
1299,233.68,53.0
1746,472.42,24.0
1421,397.83,61.0
1306,521.03,36.0
1955,858.23,41.0
1273,544.1,21.0
1260,462.38,39.0
1238,610.62,42.0
1935,557.92,39.0
1773,550.41,34.0
1331,572.82,31.0
1114,746.79,51.0
1267,364.29,40.0
1011,556.84,55.0
1072,388.83,35.0
1873,566.66,36.0
1405,389.76,48.0
1816,449.92,24.0
1177,464.59,28.0
1975,617.1,51.0
1771,610.21,28.0
1945,350.51,22.0
